# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
821, 1, 1, 1, 0, 7, 0, 7, "Pediatr"
821, 1, 2, 2, 8, 16, 8, 16, "Diabetes"
821, 1, 3, 3, 17, 18, 17, 18, "."
821, 2, 1, 4, 0, 4, 19, 23, "2008"
821, 2, 2, 5, 5, 8, 24, 27, "Dec"
821, 2, 3, 6, 9, 10, 28, 29, ";"
821, 2, 4, 7, 11, 12, 30, 31, "9"
821, 2, 5, 8, 13, 14, 32, 33, "("
821, 2, 6, 9, 15, 16, 34, 35, "6"
821, 2, 7, 10, 17, 18, 36, 37, ")"
821, 2, 8, 11, 19, 20, 38, 39, ":"
821, 2, 9, 12, 21, 24, 40, 43, "567"
821, 2, 10, 13, 25, 26, 44, 45, "-"
821, 2, 11, 14, 27, 29, 46, 48, "76"
821, 2, 12, 15, 30, 31, 49, 50, "."
821, 2, 13, 16, 32, 35, 51, 54, "doi"
821, 2, 14, 17, 36, 37, 55, 56, ":"
821, 2, 15, 18, 38, 40, 57, 59, "10"
821, 2, 16, 19, 41, 42, 60, 61, "."
821, 2, 17, 20, 43, 47, 62, 66, "1111"
821, 2, 18, 21, 48, 49, 67, 68, "/"
821, 2, 19, 22, 50, 51, 69, 70, "j"
821, 2, 20, 23, 52, 53, 71, 72, "."
821, 2, 21, 24, 54, 58, 73, 77, "1399"
821, 2, 22, 25, 59, 60, 78, 79, "-"
821, 2, 23, 26, 61, 65, 80, 84, "5448"
821, 2, 24, 27, 66, 67, 85, 86, "."
821, 2, 25, 28, 68, 72, 87, 91, "2008"
821, 2, 26, 29, 73, 74, 92, 93, "."
821, 2, 27, 30, 75, 80, 94, 99, "00434"
821, 2, 28, 31, 81, 82, 100, 101, "."
821, 2, 29, 32, 83, 84, 102, 103, "x"
821, 2, 30, 33, 85, 86, 104, 105, "."
821, 3, 1, 34, 0, 4, 106, 110, "Epub"
821, 3, 2, 35, 5, 9, 111, 115, "2008"
821, 3, 3, 36, 10, 13, 116, 119, "Aug"
821, 3, 4, 37, 14, 16, 120, 122, "27"
821, 3, 5, 38, 17, 18, 123, 124, "."
821, 4, 1, 39, 0, 5, 125, 130, "Short"
821, 4, 2, 40, 6, 7, 131, 132, "-"
821, 4, 3, 41, 8, 12, 133, 137, "term"
821, 4, 4, 42, 13, 22, 138, 147, "metabolic"
