# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
834, 1, 1, 1, 0, 2, 0, 2, "Br"
834, 1, 2, 2, 3, 4, 3, 4, "J"
834, 1, 3, 3, 5, 15, 5, 15, "Ophthalmol"
834, 1, 4, 4, 16, 17, 16, 17, "."
834, 2, 1, 5, 0, 4, 18, 22, "2010"
834, 2, 2, 6, 5, 8, 23, 26, "Jan"
834, 2, 3, 7, 9, 10, 27, 28, ";"
834, 2, 4, 8, 11, 13, 29, 31, "94"
834, 2, 5, 9, 14, 15, 32, 33, "("
834, 2, 6, 10, 16, 17, 34, 35, "1"
834, 2, 7, 11, 18, 19, 36, 37, ")"
834, 2, 8, 12, 20, 21, 38, 39, ":"
834, 2, 9, 13, 22, 24, 40, 42, "74"
834, 2, 10, 14, 25, 26, 43, 44, "-"
834, 2, 11, 15, 27, 28, 45, 46, "9"
834, 2, 12, 16, 29, 30, 47, 48, "."
834, 2, 13, 17, 31, 34, 49, 52, "doi"
834, 2, 14, 18, 35, 36, 53, 54, ":"
834, 2, 15, 19, 37, 39, 55, 57, "10"
834, 2, 16, 20, 40, 41, 58, 59, "."
834, 2, 17, 21, 42, 46, 60, 64, "1136"
834, 2, 18, 22, 47, 48, 65, 66, "/"
834, 2, 19, 23, 49, 52, 67, 70, "bjo"
834, 2, 20, 24, 53, 54, 71, 72, "."
834, 2, 21, 25, 55, 59, 73, 77, "2009"
834, 2, 22, 26, 60, 61, 78, 79, "."
834, 2, 23, 27, 62, 68, 80, 86, "158071"
834, 2, 24, 28, 69, 70, 87, 88, "."
834, 3, 1, 29, 0, 4, 89, 93, "Epub"
834, 3, 2, 30, 5, 9, 94, 98, "2009"
834, 3, 3, 31, 10, 13, 99, 102, "Sep"
834, 3, 4, 32, 14, 15, 103, 104, "1"
834, 3, 5, 33, 16, 17, 105, 106, "."
834, 4, 1, 34, 0, 8, 107, 115, "Efficacy"
834, 4, 2, 35, 9, 12, 116, 119, "and"
834, 4, 3, 36, 13, 25, 120, 132, "tolerability"
834, 4, 4, 37, 26, 28, 133, 135, "of"
834, 4, 5, 38, 29, 40, 136, 147, "bimatoprost"
834, 4, 6, 39, 41, 47, 148, 154, "versus"
834, 4, 7, 40, 48, 58, 155, 165, "travoprost"
834, 4, 8, 41, 59, 61, 166, 168, "in"
834, 4, 9, 42, 62, 70, 169, 177, "patients"
834, 4, 10, 43, 71, 81, 178, 188, "previously"
834, 4, 11, 44, 82, 84, 189, 191, "on"
834, 4, 12, 45, 85, 96, 192, 203, "latanoprost"
834, 4, 13, 46, 97, 98, 204, 205, ":"
834, 4, 14, 47, 99, 100, 206, 207, "a"
834, 4, 15, 48, 101, 102, 208, 209, "3"
834, 4, 16, 49, 103, 104, 210, 211, "-"
834, 4, 17, 50, 105, 110, 212, 217, "month"
834, 4, 18, 51, 111, 112, 218, 219, ","
834, 4, 19, 52, 113, 123, 220, 230, "randomised"
834, 4, 20, 53, 124, 125, 231, 232, ","
834, 4, 21, 54, 126, 132, 233, 239, "masked"
834, 4, 22, 55, 133, 134, 240, 241, "-"
834, 4, 23, 56, 135, 144, 242, 251, "evaluator"
834, 4, 24, 57, 145, 146, 252, 253, ","
834, 4, 25, 58, 147, 158, 254, 265, "multicentre"
834, 4, 26, 59, 159, 164, 266, 271, "study"
834, 4, 27, 60, 165, 166, 272, 273, "."
834, 5, 1, 61, 0, 6, 274, 280, "Kammer"
834, 5, 2, 62, 7, 9, 281, 283, "JA"
834, 5, 3, 63, 10, 11, 284, 285, "("
834, 5, 4, 64, 12, 13, 286, 287, "1"
834, 5, 5, 65, 14, 15, 288, 289, ")"
834, 5, 6, 66, 16, 17, 290, 291, ","
834, 5, 7, 67, 18, 25, 292, 299, "Katzman"
834, 5, 8, 68, 26, 27, 300, 301, "B"
834, 5, 9, 69, 28, 29, 302, 303, ","
834, 5, 10, 70, 30, 38, 304, 312, "Ackerman"
834, 5, 11, 71, 39, 41, 313, 315, "SL"
834, 5, 12, 72, 42, 43, 316, 317, ","
834, 5, 13, 73, 44, 53, 318, 327, "Hollander"
834, 5, 14, 74, 54, 56, 328, 330, "DA"
834, 5, 15, 75, 57, 58, 331, 332, "."
834, 6, 1, 76, 0, 6, 333, 339, "Author"
834, 6, 2, 77, 7, 18, 340, 351, "information"
834, 6, 3, 78, 19, 20, 352, 353, ":"
834, 6, 4, 79, 21, 22, 354, 355, "("
834, 6, 5, 80, 23, 24, 356, 357, "1"
834, 6, 6, 81, 25, 26, 358, 359, ")"
834, 6, 7, 82, 27, 37, 360, 370, "Vanderbilt"
834, 6, 8, 83, 38, 41, 371, 374, "Eye"
834, 6, 9, 84, 42, 51, 375, 384, "Institute"
834, 6, 10, 85, 52, 53, 385, 386, ","
834, 6, 11, 86, 54, 58, 387, 391, "2311"
834, 6, 12, 87, 59, 65, 392, 398, "Pierce"
834, 6, 13, 88, 66, 69, 399, 402, "Ave"
834, 6, 14, 89, 70, 71, 403, 404, ","
834, 6, 15, 90, 72, 81, 405, 414, "Nashville"
834, 6, 16, 91, 82, 83, 415, 416, ","
834, 6, 17, 92, 84, 86, 417, 419, "TN"
