# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
551, 1, 1, 1, 0, 3, 0, 3, "Eur"
551, 1, 2, 2, 4, 5, 4, 5, "J"
551, 1, 3, 3, 6, 16, 6, 16, "Ophthalmol"
551, 1, 4, 4, 17, 18, 17, 18, "."
551, 2, 1, 5, 0, 4, 19, 23, "2005"
551, 2, 2, 6, 5, 8, 24, 27, "May"
551, 2, 3, 7, 9, 10, 28, 29, "-"
551, 2, 4, 8, 11, 14, 30, 33, "Jun"
551, 2, 5, 9, 15, 16, 34, 35, ";"
551, 2, 6, 10, 17, 19, 36, 38, "15"
551, 2, 7, 11, 20, 21, 39, 40, "("
551, 2, 8, 12, 22, 23, 41, 42, "3"
551, 2, 9, 13, 24, 25, 43, 44, ")"
551, 2, 10, 14, 26, 27, 45, 46, ":"
551, 2, 11, 15, 28, 31, 47, 50, "336"
551, 2, 12, 16, 32, 33, 51, 52, "-"
551, 2, 13, 17, 34, 36, 53, 55, "42"
551, 2, 14, 18, 37, 38, 56, 57, "."
551, 3, 1, 19, 0, 6, 58, 64, "Safety"
551, 3, 2, 20, 7, 10, 65, 68, "and"
551, 3, 3, 21, 11, 19, 69, 77, "efficacy"
551, 3, 4, 22, 20, 22, 78, 80, "of"
551, 3, 5, 23, 23, 34, 81, 92, "bimatoprost"
551, 3, 6, 24, 35, 36, 93, 94, "0"
551, 3, 7, 25, 37, 38, 95, 96, "."
551, 3, 8, 26, 39, 41, 97, 99, "03"
551, 3, 9, 27, 42, 43, 100, 101, "%"
551, 3, 10, 28, 44, 50, 102, 108, "versus"
551, 3, 11, 29, 51, 58, 109, 116, "timolol"
551, 3, 12, 30, 59, 66, 117, 124, "maleate"
551, 3, 13, 31, 67, 68, 125, 126, "0"
551, 3, 14, 32, 69, 70, 127, 128, "."
551, 3, 15, 33, 71, 72, 129, 130, "5"
551, 3, 16, 34, 73, 74, 131, 132, "%"
551, 3, 17, 35, 75, 76, 133, 134, "/"
551, 3, 18, 36, 77, 88, 135, 146, "dorzolamide"
551, 3, 19, 37, 89, 90, 147, 148, "2"
551, 3, 20, 38, 91, 92, 149, 150, "%"
551, 3, 21, 39, 93, 98, 151, 156, "fixed"
551, 3, 22, 40, 99, 110, 157, 168, "combination"
551, 3, 23, 41, 111, 112, 169, 170, "."
551, 4, 1, 42, 0, 3, 171, 174, "Day"
551, 4, 2, 43, 4, 6, 175, 177, "DG"
551, 4, 3, 44, 7, 8, 178, 179, "("
551, 4, 4, 45, 9, 10, 180, 181, "1"
551, 4, 5, 46, 11, 12, 182, 183, ")"
551, 4, 6, 47, 13, 14, 184, 185, ","
551, 4, 7, 48, 15, 21, 186, 192, "Sharpe"
551, 4, 8, 49, 22, 24, 193, 195, "ED"
551, 4, 9, 50, 25, 26, 196, 197, ","
551, 4, 10, 51, 27, 35, 198, 206, "Beischel"
551, 4, 11, 52, 36, 38, 207, 209, "CJ"
