# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
282, 1, 1, 1, 0, 1, 0, 1, "J"
282, 1, 2, 2, 2, 10, 2, 10, "Diabetes"
282, 1, 3, 3, 11, 24, 11, 24, "Complications"
282, 1, 4, 4, 25, 26, 25, 26, "."
282, 2, 1, 5, 0, 4, 27, 31, "2014"
282, 2, 2, 6, 5, 8, 32, 35, "May"
282, 2, 3, 7, 9, 10, 36, 37, "-"
282, 2, 4, 8, 11, 14, 38, 41, "Jun"
282, 2, 5, 9, 15, 16, 42, 43, ";"
282, 2, 6, 10, 17, 19, 44, 46, "28"
282, 2, 7, 11, 20, 21, 47, 48, "("
282, 2, 8, 12, 22, 23, 49, 50, "3"
282, 2, 9, 13, 24, 25, 51, 52, ")"
282, 2, 10, 14, 26, 27, 53, 54, ":"
282, 2, 11, 15, 28, 31, 55, 58, "386"
282, 2, 12, 16, 32, 33, 59, 60, "-"
282, 2, 13, 17, 34, 36, 61, 63, "92"
282, 2, 14, 18, 37, 38, 64, 65, "."
282, 2, 15, 19, 39, 42, 66, 69, "doi"
282, 2, 16, 20, 43, 44, 70, 71, ":"
282, 2, 17, 21, 45, 47, 72, 74, "10"
282, 2, 18, 22, 48, 49, 75, 76, "."
282, 2, 19, 23, 50, 54, 77, 81, "1016"
282, 2, 20, 24, 55, 56, 82, 83, "/"
282, 2, 21, 25, 57, 58, 84, 85, "j"
282, 2, 22, 26, 59, 60, 86, 87, "."
282, 2, 23, 27, 61, 69, 88, 96, "jdiacomp"
282, 2, 24, 28, 70, 71, 97, 98, "."
282, 2, 25, 29, 72, 76, 99, 103, "2014"
282, 2, 26, 30, 77, 78, 104, 105, "."
282, 2, 27, 31, 79, 81, 106, 108, "01"
282, 2, 28, 32, 82, 83, 109, 110, "."
282, 2, 29, 33, 84, 87, 111, 114, "012"
282, 2, 30, 34, 88, 89, 115, 116, "."
282, 3, 1, 35, 0, 4, 117, 121, "Epub"
282, 3, 2, 36, 5, 9, 122, 126, "2014"
282, 3, 3, 37, 10, 13, 127, 130, "Jan"
282, 3, 4, 38, 14, 16, 131, 133, "28"
282, 3, 5, 39, 17, 18, 134, 135, "."
282, 4, 1, 40, 0, 10, 136, 146, "Beneficial"
282, 4, 2, 41, 11, 18, 147, 154, "effects"
282, 4, 3, 42, 19, 21, 155, 157, "of"
282, 4, 4, 43, 22, 26, 158, 162, "once"
282, 4, 5, 44, 27, 28, 163, 164, "-"
282, 4, 6, 45, 29, 34, 165, 170, "daily"
282, 4, 7, 46, 35, 47, 171, 183, "lixisenatide"
282, 4, 8, 47, 48, 50, 184, 186, "on"
282, 4, 9, 48, 51, 58, 187, 194, "overall"
282, 4, 10, 49, 59, 62, 195, 198, "and"
282, 4, 11, 50, 63, 75, 199, 211, "postprandial"
282, 4, 12, 51, 76, 84, 212, 220, "glycemic"
282, 4, 13, 52, 85, 91, 221, 227, "levels"
282, 4, 14, 53, 92, 99, 228, 235, "without"
282, 4, 15, 54, 100, 111, 236, 247, "significant"
282, 4, 16, 55, 112, 118, 248, 254, "excess"
282, 4, 17, 56, 119, 121, 255, 257, "of"
282, 4, 18, 57, 122, 134, 258, 270, "hypoglycemia"
282, 4, 19, 58, 135, 137, 271, 273, "in"
282, 4, 20, 59, 138, 142, 274, 278, "type"
282, 4, 21, 60, 143, 144, 279, 280, "2"
282, 4, 22, 61, 145, 153, 281, 289, "diabetes"
282, 4, 23, 62, 154, 166, 290, 302, "inadequately"
282, 4, 24, 63, 167, 177, 303, 313, "controlled"
282, 4, 25, 64, 178, 180, 314, 316, "on"
282, 4, 26, 65, 181, 182, 317, 318, "a"
282, 4, 27, 66, 183, 195, 319, 331, "sulfonylurea"
