# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
421, 1, 1, 1, 0, 1, 0, 1, "J"
421, 1, 2, 2, 2, 10, 2, 10, "Glaucoma"
421, 1, 3, 3, 11, 12, 11, 12, "."
421, 2, 1, 4, 0, 4, 13, 17, "2014"
421, 2, 2, 5, 5, 8, 18, 21, "Oct"
421, 2, 3, 6, 9, 10, 22, 23, "-"
421, 2, 4, 7, 11, 14, 24, 27, "Nov"
421, 2, 5, 8, 15, 16, 28, 29, ";"
421, 2, 6, 9, 17, 19, 30, 32, "23"
421, 2, 7, 10, 20, 21, 33, 34, "("
421, 2, 8, 11, 22, 23, 35, 36, "8"
421, 2, 9, 12, 24, 25, 37, 38, ")"
421, 2, 10, 13, 26, 27, 39, 40, ":"
421, 2, 11, 14, 28, 31, 41, 44, "561"
421, 2, 12, 15, 32, 33, 45, 46, "-"
421, 2, 13, 16, 34, 35, 47, 48, "6"
421, 2, 14, 17, 36, 37, 49, 50, "."
421, 2, 15, 18, 38, 41, 51, 54, "doi"
421, 2, 16, 19, 42, 43, 55, 56, ":"
421, 2, 17, 20, 44, 46, 57, 59, "10"
421, 2, 18, 21, 47, 48, 60, 61, "."
421, 2, 19, 22, 49, 53, 62, 66, "1097"
421, 2, 20, 23, 54, 55, 67, 68, "/"
421, 2, 21, 24, 56, 59, 69, 72, "IJG"
421, 2, 22, 25, 60, 61, 73, 74, "."
421, 2, 23, 26, 62, 78, 75, 91, "0b013e3182867be3"
421, 2, 24, 27, 79, 80, 92, 93, "."
421, 3, 1, 28, 0, 11, 94, 105, "Bimatoprost"
421, 3, 2, 29, 12, 13, 106, 107, "/"
421, 3, 3, 30, 14, 21, 108, 115, "timolol"
421, 3, 4, 31, 22, 28, 116, 122, "versus"
421, 3, 5, 32, 29, 39, 123, 133, "travoprost"
421, 3, 6, 33, 40, 41, 134, 135, "/"
421, 3, 7, 34, 42, 49, 136, 143, "timolol"
421, 3, 8, 35, 50, 55, 144, 149, "fixed"
421, 3, 9, 36, 56, 68, 150, 162, "combinations"
421, 3, 10, 37, 69, 71, 163, 165, "in"
421, 3, 11, 38, 72, 74, 166, 168, "an"
421, 3, 12, 39, 75, 83, 169, 177, "Egyptian"
421, 3, 13, 40, 84, 94, 178, 188, "population"
421, 3, 14, 41, 95, 96, 189, 190, ":"
421, 3, 15, 42, 97, 98, 191, 192, "a"
421, 3, 16, 43, 99, 107, 193, 201, "hospital"
421, 3, 17, 44, 108, 109, 202, 203, "-"
421, 3, 18, 45, 110, 115, 204, 209, "based"
421, 3, 19, 46, 116, 127, 210, 221, "prospective"
421, 3, 20, 47, 128, 138, 222, 232, "randomized"
421, 3, 21, 48, 139, 144, 233, 238, "study"
421, 3, 22, 49, 145, 146, 239, 240, "."
421, 4, 1, 50, 0, 5, 241, 246, "Macky"
421, 4, 2, 51, 6, 8, 247, 249, "TA"
421, 4, 3, 52, 9, 10, 250, 251, "("
421, 4, 4, 53, 11, 12, 252, 253, "1"
421, 4, 5, 54, 13, 14, 254, 255, ")"
421, 4, 6, 55, 15, 16, 256, 257, "."
421, 5, 1, 56, 0, 6, 258, 264, "Author"
421, 5, 2, 57, 7, 18, 265, 276, "information"
421, 5, 3, 58, 19, 20, 277, 278, ":"
421, 5, 4, 59, 21, 22, 279, 280, "("
421, 5, 5, 60, 23, 24, 281, 282, "1"
421, 5, 6, 61, 25, 26, 283, 284, ")"
421, 5, 7, 62, 27, 28, 285, 286, "*"
421, 5, 8, 63, 29, 32, 287, 290, "The"
421, 5, 9, 64, 33, 43, 291, 301, "Department"
421, 5, 10, 65, 44, 46, 302, 304, "of"
421, 5, 11, 66, 47, 60, 305, 318, "Ophthalmology"
421, 5, 12, 67, 61, 62, 319, 320, ","
421, 5, 13, 68, 63, 73, 321, 331, "Diagnostic"
421, 5, 14, 69, 74, 79, 332, 337, "Laser"
421, 5, 15, 70, 80, 84, 338, 342, "Unit"
421, 5, 16, 71, 85, 86, 343, 344, ","
421, 5, 17, 72, 87, 91, 345, 349, "Kasr"
421, 5, 18, 73, 92, 94, 350, 352, "El"
421, 5, 19, 74, 95, 99, 353, 357, "Aini"
421, 5, 20, 75, 100, 108, 358, 366, "Hospital"
421, 5, 21, 76, 109, 110, 367, 368, ","
421, 5, 22, 77, 111, 116, 369, 374, "Cairo"
421, 5, 23, 78, 117, 127, 375, 385, "University"
421, 5, 24, 79, 128, 129, 386, 387, ","
421, 5, 25, 80, 130, 132, 388, 390, "El"
421, 5, 26, 81, 133, 134, 391, 392, "-"
421, 5, 27, 82, 135, 141, 393, 399, "Manial"
421, 5, 28, 83, 142, 143, 400, 401, "†"
421, 5, 29, 84, 144, 146, 402, 404, "Al"
421, 5, 30, 85, 147, 151, 405, 409, "Nour"
421, 5, 31, 86, 152, 155, 410, 413, "Eye"
421, 5, 32, 87, 156, 164, 414, 422, "Hospital"
421, 5, 33, 88, 165, 166, 423, 424, ","
421, 5, 34, 89, 167, 172, 425, 430, "Cairo"
421, 5, 35, 90, 173, 174, 431, 432, ","
421, 5, 36, 91, 175, 180, 433, 438, "Egypt"
421, 5, 37, 92, 181, 182, 439, 440, "."
421, 6, 1, 93, 0, 7, 441, 448, "PURPOSE"
421, 6, 2, 94, 8, 9, 449, 450, ":"
421, 6, 3, 95, 10, 12, 451, 453, "To"
421, 6, 4, 96, 13, 20, 454, 461, "compare"
421, 6, 5, 97, 21, 24, 462, 465, "the"
421, 6, 6, 98, 25, 33, 466, 474, "efficacy"
421, 6, 7, 99, 34, 36, 475, 477, "of"
421, 6, 8, 100, 37, 48, 478, 489, "bimatoprost"
421, 6, 9, 101, 49, 50, 490, 491, "/"
421, 6, 10, 102, 51, 58, 492, 499, "timolol"
421, 6, 11, 103, 59, 60, 500, 501, "("
421, 6, 12, 104, 61, 65, 502, 506, "BTFC"
421, 6, 13, 105, 66, 67, 507, 508, ")"
421, 6, 14, 106, 68, 70, 509, 511, "or"
421, 6, 15, 107, 71, 81, 512, 522, "travoprost"
421, 6, 16, 108, 82, 83, 523, 524, "/"
421, 6, 17, 109, 84, 91, 525, 532, "timolol"
421, 6, 18, 110, 92, 93, 533, 534, "("
421, 6, 19, 111, 94, 98, 535, 539, "TTFC"
421, 6, 20, 112, 99, 100, 540, 541, ")"
421, 6, 21, 113, 101, 106, 542, 547, "fixed"
421, 6, 22, 114, 107, 119, 548, 560, "combinations"
421, 6, 23, 115, 120, 122, 561, 563, "on"
421, 6, 24, 116, 123, 134, 564, 575, "intraocular"
421, 6, 25, 117, 135, 143, 576, 584, "pressure"
421, 6, 26, 118, 144, 145, 585, 586, "("
421, 6, 27, 119, 146, 149, 587, 590, "IOP"
421, 6, 28, 120, 150, 151, 591, 592, ")"
421, 6, 29, 121, 152, 161, 593, 602, "reduction"
