# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
826, 1, 1, 1, 0, 5, 0, 5, "Saudi"
826, 1, 2, 2, 6, 9, 6, 9, "Med"
826, 1, 3, 3, 10, 11, 10, 11, "J"
826, 1, 4, 4, 12, 13, 12, 13, "."
826, 2, 1, 5, 0, 4, 14, 18, "2008"
826, 2, 2, 6, 5, 8, 19, 22, "Mar"
826, 2, 3, 7, 9, 10, 23, 24, ";"
826, 2, 4, 8, 11, 13, 25, 27, "29"
826, 2, 5, 9, 14, 15, 28, 29, "("
826, 2, 6, 10, 16, 17, 30, 31, "3"
826, 2, 7, 11, 18, 19, 32, 33, ")"
826, 2, 8, 12, 20, 21, 34, 35, ":"
826, 2, 9, 13, 22, 25, 36, 39, "384"
826, 2, 10, 14, 26, 27, 40, 41, "-"
826, 2, 11, 15, 28, 29, 42, 43, "7"
826, 2, 12, 16, 30, 31, 44, 45, "."
826, 3, 1, 17, 0, 8, 46, 54, "Efficacy"
826, 3, 2, 18, 9, 11, 55, 57, "of"
826, 3, 3, 19, 12, 15, 58, 61, "the"
826, 3, 4, 20, 16, 27, 62, 73, "latanoprost"
826, 3, 5, 21, 28, 34, 74, 80, "versus"
826, 3, 6, 22, 35, 42, 81, 88, "timolol"
826, 3, 7, 23, 43, 44, 89, 90, "/"
826, 3, 8, 24, 45, 56, 91, 102, "dorzolamide"
826, 3, 9, 25, 57, 68, 103, 114, "combination"
826, 3, 10, 26, 69, 76, 115, 122, "therapy"
826, 3, 11, 27, 77, 79, 123, 125, "in"
826, 3, 12, 28, 80, 88, 126, 134, "patients"
826, 3, 13, 29, 89, 93, 135, 139, "with"
826, 3, 14, 30, 94, 101, 140, 147, "primary"
826, 3, 15, 31, 102, 106, 148, 152, "open"
826, 3, 16, 32, 107, 112, 153, 158, "angle"
826, 3, 17, 33, 113, 121, 159, 167, "glaucoma"
826, 3, 18, 34, 122, 123, 168, 169, "."
826, 4, 1, 35, 0, 11, 170, 181, "Rismanchian"
826, 4, 2, 36, 12, 13, 182, 183, "A"
826, 4, 3, 37, 14, 15, 184, 185, "("
826, 4, 4, 38, 16, 17, 186, 187, "1"
826, 4, 5, 39, 18, 19, 188, 189, ")"
826, 4, 6, 40, 20, 21, 190, 191, ","
826, 4, 7, 41, 22, 28, 192, 198, "Eslami"
826, 4, 8, 42, 29, 30, 199, 200, "F"
826, 4, 9, 43, 31, 32, 201, 202, ","
826, 4, 10, 44, 33, 39, 203, 209, "Moeini"
826, 4, 11, 45, 40, 41, 210, 211, "H"
826, 4, 12, 46, 42, 43, 212, 213, ","
826, 4, 13, 47, 44, 53, 214, 223, "Attarzade"
826, 4, 14, 48, 54, 55, 224, 225, "H"
826, 4, 15, 49, 56, 57, 226, 227, ","
