# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
302, 1, 1, 1, 0, 7, 0, 7, "Obesity"
302, 1, 2, 2, 8, 9, 8, 9, "("
302, 1, 3, 3, 10, 16, 10, 16, "Silver"
302, 1, 4, 4, 17, 23, 17, 23, "Spring"
302, 1, 5, 5, 24, 25, 24, 25, ")"
302, 1, 6, 6, 26, 27, 26, 27, "."
302, 2, 1, 7, 0, 4, 28, 32, "2013"
302, 2, 2, 8, 5, 8, 33, 36, "Feb"
302, 2, 3, 9, 9, 10, 37, 38, ";"
302, 2, 4, 10, 11, 13, 39, 41, "21"
302, 2, 5, 11, 14, 15, 42, 43, "("
302, 2, 6, 12, 16, 17, 44, 45, "2"
302, 2, 7, 13, 18, 19, 46, 47, ")"
302, 2, 8, 14, 20, 21, 48, 49, ":"
302, 2, 9, 15, 22, 25, 50, 53, "238"
302, 2, 10, 16, 26, 27, 54, 55, "-"
302, 2, 11, 17, 28, 30, 56, 58, "47"
302, 2, 12, 18, 31, 32, 59, 60, "."
302, 2, 13, 19, 33, 36, 61, 64, "doi"
302, 2, 14, 20, 37, 38, 65, 66, ":"
302, 2, 15, 21, 39, 41, 67, 69, "10"
302, 2, 16, 22, 42, 43, 70, 71, "."
302, 2, 17, 23, 44, 48, 72, 76, "1002"
302, 2, 18, 24, 49, 50, 77, 78, "/"
302, 2, 19, 25, 51, 54, 79, 82, "oby"
302, 2, 20, 26, 55, 56, 83, 84, "."
302, 2, 21, 27, 57, 62, 85, 90, "20042"
302, 2, 22, 28, 63, 64, 91, 92, "."
302, 3, 1, 29, 0, 7, 93, 100, "Effects"
302, 3, 2, 30, 8, 10, 101, 103, "of"
302, 3, 3, 31, 11, 23, 104, 116, "taspoglutide"
302, 3, 4, 32, 24, 26, 117, 119, "on"
302, 3, 5, 33, 27, 35, 120, 128, "glycemic"
302, 3, 6, 34, 36, 43, 129, 136, "control"
302, 3, 7, 35, 44, 47, 137, 140, "and"
302, 3, 8, 36, 48, 52, 141, 145, "body"
302, 3, 9, 37, 53, 59, 146, 152, "weight"
302, 3, 10, 38, 60, 62, 153, 155, "in"
302, 3, 11, 39, 63, 68, 156, 161, "obese"
302, 3, 12, 40, 69, 77, 162, 170, "patients"
302, 3, 13, 41, 78, 82, 171, 175, "with"
302, 3, 14, 42, 83, 87, 176, 180, "type"
302, 3, 15, 43, 88, 89, 181, 182, "2"
302, 3, 16, 44, 90, 98, 183, 191, "diabetes"
302, 3, 17, 45, 99, 100, 192, 193, "("
302, 3, 18, 46, 101, 102, 194, 195, "T"
302, 3, 19, 47, 103, 104, 196, 197, "-"
302, 3, 20, 48, 105, 111, 198, 204, "emerge"
302, 3, 21, 49, 112, 113, 205, 206, "7"
302, 3, 22, 50, 114, 119, 207, 212, "study"
302, 3, 23, 51, 120, 121, 213, 214, ")"
302, 3, 24, 52, 122, 123, 215, 216, "."
302, 4, 1, 53, 0, 9, 217, 226, "Hollander"
302, 4, 2, 54, 10, 11, 227, 228, "P"
302, 4, 3, 55, 12, 13, 229, 230, "("
302, 4, 4, 56, 14, 15, 231, 232, "1"
302, 4, 5, 57, 16, 17, 233, 234, ")"
302, 4, 6, 58, 18, 19, 235, 236, ","
302, 4, 7, 59, 20, 25, 237, 242, "Lasko"
302, 4, 8, 60, 26, 27, 243, 244, "B"
302, 4, 9, 61, 28, 29, 245, 246, ","
302, 4, 10, 62, 30, 37, 247, 254, "Barnett"
302, 4, 11, 63, 38, 40, 255, 257, "AH"
302, 4, 12, 64, 41, 42, 258, 259, ","
302, 4, 13, 65, 43, 49, 260, 266, "Bengus"
302, 4, 14, 66, 50, 51, 267, 268, "M"
302, 4, 15, 67, 52, 53, 269, 270, ","
302, 4, 16, 68, 54, 61, 271, 278, "Kanitra"
302, 4, 17, 69, 62, 63, 279, 280, "L"
302, 4, 18, 70, 64, 65, 281, 282, ","
302, 4, 19, 71, 66, 68, 283, 285, "Pi"
302, 4, 20, 72, 69, 70, 286, 287, "-"
302, 4, 21, 73, 71, 77, 288, 294, "Sunyer"
302, 4, 22, 74, 78, 80, 295, 297, "FX"
302, 4, 23, 75, 81, 82, 298, 299, ","
302, 4, 24, 76, 83, 89, 300, 306, "Balena"
302, 4, 25, 77, 90, 91, 307, 308, "R"
302, 4, 26, 78, 92, 93, 309, 310, "."
302, 4, 27, 79, 94, 100, 311, 317, "Author"
302, 4, 28, 80, 101, 112, 318, 329, "information"
302, 4, 29, 81, 113, 114, 330, 331, ":"
302, 4, 30, 82, 115, 116, 332, 333, "("
302, 4, 31, 83, 117, 118, 334, 335, "1"
302, 4, 32, 84, 119, 120, 336, 337, ")"
302, 4, 33, 85, 121, 134, 338, 351, "Endocrinology"
302, 4, 34, 86, 135, 141, 352, 358, "Center"
302, 4, 35, 87, 142, 143, 359, 360, ","
302, 4, 36, 88, 144, 150, 361, 367, "Baylor"
302, 4, 37, 89, 151, 158, 368, 375, "Medical"
302, 4, 38, 90, 159, 165, 376, 382, "Center"
302, 4, 39, 91, 166, 167, 383, 384, ","
302, 4, 40, 92, 168, 174, 385, 391, "Dallas"
302, 4, 41, 93, 175, 176, 392, 393, ","
302, 4, 42, 94, 177, 182, 394, 399, "Texas"
302, 4, 43, 95, 183, 184, 400, 401, ","
302, 4, 44, 96, 185, 188, 402, 405, "USA"
302, 4, 45, 97, 189, 190, 406, 407, "."
302, 5, 1, 98, 0, 8, 408, 416, "priscilh"
302, 5, 2, 99, 9, 10, 417, 418, "@"
302, 5, 3, 100, 11, 23, 419, 431, "BaylorHealth"
302, 5, 4, 101, 24, 25, 432, 433, "."
302, 5, 5, 102, 26, 29, 434, 437, "edu"
302, 5, 6, 103, 30, 39, 438, 447, "OBJECTIVE"
302, 5, 7, 104, 40, 41, 448, 449, ":"
302, 5, 8, 105, 42, 51, 450, 459, "Therapies"
302, 5, 9, 106, 52, 56, 460, 464, "that"
302, 5, 10, 107, 57, 62, 465, 470, "lower"
302, 5, 11, 108, 63, 68, 471, 476, "blood"
302, 5, 12, 109, 69, 76, 477, 484, "glucose"
302, 5, 13, 110, 77, 80, 485, 488, "and"
302, 5, 14, 111, 81, 88, 489, 496, "provide"
302, 5, 15, 112, 89, 95, 497, 503, "weight"
302, 5, 16, 113, 96, 100, 504, 508, "loss"
302, 5, 17, 114, 101, 104, 509, 512, "may"
302, 5, 18, 115, 105, 112, 513, 520, "provide"
302, 5, 19, 116, 113, 123, 521, 531, "meaningful"
302, 5, 20, 117, 124, 132, 532, 540, "benefits"
302, 5, 21, 118, 133, 136, 541, 544, "for"
302, 5, 22, 119, 137, 142, 545, 550, "obese"
302, 5, 23, 120, 143, 151, 551, 559, "patients"
302, 5, 24, 121, 152, 156, 560, 564, "with"
302, 5, 25, 122, 157, 161, 565, 569, "type"
302, 5, 26, 123, 162, 163, 570, 571, "2"
302, 5, 27, 124, 164, 172, 572, 580, "diabetes"
302, 5, 28, 125, 173, 181, 581, 589, "mellitus"
302, 5, 29, 126, 182, 183, 590, 591, "("
302, 5, 30, 127, 184, 188, 592, 596, "T2DM"
302, 5, 31, 128, 189, 190, 597, 598, ")"
302, 5, 32, 129, 191, 192, 599, 600, "."
302, 6, 1, 130, 0, 4, 601, 605, "This"
302, 6, 2, 131, 5, 10, 606, 611, "study"
302, 6, 3, 132, 11, 19, 612, 620, "assessed"
302, 6, 4, 133, 20, 23, 621, 624, "the"
302, 6, 5, 134, 24, 32, 625, 633, "efficacy"
302, 6, 6, 135, 33, 35, 634, 636, "of"
302, 6, 7, 136, 36, 48, 637, 649, "taspoglutide"
302, 6, 8, 137, 49, 57, 650, 658, "compared"
302, 6, 9, 138, 58, 62, 659, 663, "with"
302, 6, 10, 139, 63, 70, 664, 671, "placebo"
302, 6, 11, 140, 71, 73, 672, 674, "on"
302, 6, 12, 141, 74, 82, 675, 683, "glycemic"
302, 6, 13, 142, 83, 90, 684, 691, "control"
302, 6, 14, 143, 91, 94, 692, 695, "and"
302, 6, 15, 144, 95, 101, 696, 702, "weight"
302, 6, 16, 145, 102, 104, 703, 705, "in"
302, 6, 17, 146, 105, 110, 706, 711, "obese"
302, 6, 18, 147, 111, 119, 712, 720, "patients"
302, 6, 19, 148, 120, 124, 721, 725, "with"
302, 6, 20, 149, 125, 129, 726, 730, "T2DM"
302, 6, 21, 150, 130, 142, 731, 743, "inadequately"
302, 6, 22, 151, 143, 153, 744, 754, "controlled"
302, 6, 23, 152, 154, 158, 755, 759, "with"
302, 6, 24, 153, 159, 168, 760, 769, "metformin"
302, 6, 25, 154, 169, 180, 770, 781, "monotherapy"
302, 6, 26, 155, 181, 182, 782, 783, "."
302, 7, 1, 156, 0, 6, 784, 790, "DESIGN"
302, 7, 2, 157, 7, 10, 791, 794, "AND"
302, 7, 3, 158, 11, 18, 795, 802, "METHODS"
302, 7, 4, 159, 19, 20, 803, 804, ":"
302, 7, 5, 160, 21, 23, 805, 807, "In"
