# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
825, 1, 1, 1, 0, 8, 0, 8, "Diabetes"
825, 1, 2, 2, 9, 13, 9, 13, "Care"
825, 1, 3, 3, 14, 15, 14, 15, "."
825, 2, 1, 4, 0, 4, 16, 20, "2009"
825, 2, 2, 5, 5, 8, 21, 24, "Jun"
825, 2, 3, 6, 9, 10, 25, 26, ";"
825, 2, 4, 7, 11, 13, 27, 29, "32"
825, 2, 5, 8, 14, 15, 30, 31, "("
825, 2, 6, 9, 16, 17, 32, 33, "6"
825, 2, 7, 10, 18, 19, 34, 35, ")"
825, 2, 8, 11, 20, 21, 36, 37, ":"
825, 2, 9, 12, 22, 26, 38, 42, "1007"
825, 2, 10, 13, 27, 28, 43, 44, "-"
825, 2, 11, 14, 29, 31, 45, 47, "13"
825, 2, 12, 15, 32, 33, 48, 49, "."
825, 2, 13, 16, 34, 37, 50, 53, "doi"
825, 2, 14, 17, 38, 39, 54, 55, ":"
825, 2, 15, 18, 40, 42, 56, 58, "10"
825, 2, 16, 19, 43, 44, 59, 60, "."
825, 2, 17, 20, 45, 49, 61, 65, "2337"
825, 2, 18, 21, 50, 51, 66, 67, "/"
825, 2, 19, 22, 52, 56, 68, 72, "dc08"
825, 2, 20, 23, 57, 58, 73, 74, "-"
825, 2, 21, 24, 59, 63, 75, 79, "2117"
825, 2, 22, 25, 64, 65, 80, 81, "."
825, 3, 1, 26, 0, 4, 82, 86, "Epub"
825, 3, 2, 27, 5, 9, 87, 91, "2009"
825, 3, 3, 28, 10, 13, 92, 95, "Mar"
825, 3, 4, 29, 14, 16, 96, 98, "31"
825, 3, 5, 30, 17, 18, 99, 100, "."
825, 4, 1, 31, 0, 10, 101, 111, "DURAbility"
825, 4, 2, 32, 11, 13, 112, 114, "of"
825, 4, 3, 33, 14, 19, 115, 120, "basal"
825, 4, 4, 34, 20, 26, 121, 127, "versus"
825, 4, 5, 35, 27, 33, 128, 134, "lispro"
825, 4, 6, 36, 34, 37, 135, 138, "mix"
825, 4, 7, 37, 38, 40, 139, 141, "75"
825, 4, 8, 38, 41, 42, 142, 143, "/"
825, 4, 9, 39, 43, 45, 144, 146, "25"
825, 4, 10, 40, 46, 53, 147, 154, "insulin"
825, 4, 11, 41, 54, 62, 155, 163, "efficacy"
825, 4, 12, 42, 63, 64, 164, 165, "("
825, 4, 13, 43, 65, 72, 166, 173, "DURABLE"
825, 4, 14, 44, 73, 74, 174, 175, ")"
825, 4, 15, 45, 75, 80, 176, 181, "trial"
825, 4, 16, 46, 81, 83, 182, 184, "24"
825, 4, 17, 47, 84, 85, 185, 186, "-"
825, 4, 18, 48, 86, 90, 187, 191, "week"
825, 4, 19, 49, 91, 98, 192, 199, "results"
825, 4, 20, 50, 99, 100, 200, 201, ":"
825, 4, 21, 51, 101, 107, 202, 208, "safety"
825, 4, 22, 52, 108, 111, 209, 212, "and"
825, 4, 23, 53, 112, 120, 213, 221, "efficacy"
825, 4, 24, 54, 121, 123, 222, 224, "of"
825, 4, 25, 55, 124, 131, 225, 232, "insulin"
825, 4, 26, 56, 132, 138, 233, 239, "lispro"
825, 4, 27, 57, 139, 142, 240, 243, "mix"
825, 4, 28, 58, 143, 145, 244, 246, "75"
825, 4, 29, 59, 146, 147, 247, 248, "/"
825, 4, 30, 60, 148, 150, 249, 251, "25"
825, 4, 31, 61, 151, 157, 252, 258, "versus"
825, 4, 32, 62, 158, 165, 259, 266, "insulin"
825, 4, 33, 63, 166, 174, 267, 275, "glargine"
825, 4, 34, 64, 175, 180, 276, 281, "added"
825, 4, 35, 65, 181, 183, 282, 284, "to"
825, 4, 36, 66, 184, 188, 285, 289, "oral"
825, 4, 37, 67, 189, 206, 290, 307, "antihyperglycemic"
825, 4, 38, 68, 207, 212, 308, 313, "drugs"
825, 4, 39, 69, 213, 215, 314, 316, "in"
825, 4, 40, 70, 216, 224, 317, 325, "patients"
825, 4, 41, 71, 225, 229, 326, 330, "with"
825, 4, 42, 72, 230, 234, 331, 335, "type"
825, 4, 43, 73, 235, 236, 336, 337, "2"
825, 4, 44, 74, 237, 245, 338, 346, "diabetes"
825, 4, 45, 75, 246, 247, 347, 348, "."
825, 5, 1, 76, 0, 4, 349, 353, "Buse"
825, 5, 2, 77, 5, 7, 354, 356, "JB"
825, 5, 3, 78, 8, 9, 357, 358, "("
825, 5, 4, 79, 10, 11, 359, 360, "1"
825, 5, 5, 80, 12, 13, 361, 362, ")"
825, 5, 6, 81, 14, 15, 363, 364, ","
825, 5, 7, 82, 16, 29, 365, 378, "Wolffenbuttel"
825, 5, 8, 83, 30, 32, 379, 381, "BH"
825, 5, 9, 84, 33, 34, 382, 383, ","
825, 5, 10, 85, 35, 41, 384, 390, "Herman"
825, 5, 11, 86, 42, 44, 391, 393, "WH"
825, 5, 12, 87, 45, 46, 394, 395, ","
825, 5, 13, 88, 47, 56, 396, 405, "Shemonsky"
825, 5, 14, 89, 57, 59, 406, 408, "NK"
825, 5, 15, 90, 60, 61, 409, 410, ","
825, 5, 16, 91, 62, 67, 411, 416, "Jiang"
825, 5, 17, 92, 68, 70, 417, 419, "HH"
825, 5, 18, 93, 71, 72, 420, 421, ","
825, 5, 19, 94, 73, 81, 422, 430, "Fahrbach"
825, 5, 20, 95, 82, 84, 431, 433, "JL"
825, 5, 21, 96, 85, 86, 434, 435, ","
825, 5, 22, 97, 87, 92, 436, 441, "Scism"
825, 5, 23, 98, 93, 94, 442, 443, "-"
825, 5, 24, 99, 95, 100, 444, 449, "Bacon"
825, 5, 25, 100, 101, 103, 450, 452, "JL"
825, 5, 26, 101, 104, 105, 453, 454, ","
825, 5, 27, 102, 106, 112, 455, 461, "Martin"
825, 5, 28, 103, 113, 115, 462, 464, "SA"
825, 5, 29, 104, 116, 117, 465, 466, "."
825, 6, 1, 105, 0, 6, 467, 473, "Author"
825, 6, 2, 106, 7, 18, 474, 485, "information"
825, 6, 3, 107, 19, 20, 486, 487, ":"
825, 6, 4, 108, 21, 22, 488, 489, "("
825, 6, 5, 109, 23, 24, 490, 491, "1"
825, 6, 6, 110, 25, 26, 492, 493, ")"
825, 6, 7, 111, 27, 35, 494, 502, "Division"
825, 6, 8, 112, 36, 38, 503, 505, "of"
825, 6, 9, 113, 39, 52, 506, 519, "Endocrinology"
825, 6, 10, 114, 53, 54, 520, 521, ","
825, 6, 11, 115, 55, 65, 522, 532, "Department"
825, 6, 12, 116, 66, 68, 533, 535, "of"
825, 6, 13, 117, 69, 77, 536, 544, "Medicine"
825, 6, 14, 118, 78, 79, 545, 546, ","
825, 6, 15, 119, 80, 90, 547, 557, "University"
825, 6, 16, 120, 91, 93, 558, 560, "of"
825, 6, 17, 121, 94, 99, 561, 566, "North"
825, 6, 18, 122, 100, 108, 567, 575, "Carolina"
825, 6, 19, 123, 109, 115, 576, 582, "School"
825, 6, 20, 124, 116, 118, 583, 585, "of"
825, 6, 21, 125, 119, 127, 586, 594, "Medicine"
825, 6, 22, 126, 128, 129, 595, 596, ","
825, 6, 23, 127, 130, 136, 597, 603, "Chapel"
825, 6, 24, 128, 137, 141, 604, 608, "Hill"
825, 6, 25, 129, 142, 143, 609, 610, ","
825, 6, 26, 130, 144, 149, 611, 616, "North"
825, 6, 27, 131, 150, 158, 617, 625, "Carolina"
825, 6, 28, 132, 159, 160, 626, 627, ","
825, 6, 29, 133, 161, 164, 628, 631, "USA"
825, 6, 30, 134, 165, 166, 632, 633, "."
825, 7, 1, 135, 0, 5, 634, 639, "jbuse"
825, 7, 2, 136, 6, 7, 640, 641, "@"
825, 7, 3, 137, 8, 11, 642, 645, "med"
825, 7, 4, 138, 12, 13, 646, 647, "."
825, 7, 5, 139, 14, 17, 648, 651, "unc"
825, 7, 6, 140, 18, 19, 652, 653, "."
825, 7, 7, 141, 20, 23, 654, 657, "edu"
825, 7, 8, 142, 24, 33, 658, 667, "OBJECTIVE"
825, 7, 9, 143, 34, 35, 668, 669, ":"
825, 7, 10, 144, 36, 38, 670, 672, "To"
825, 7, 11, 145, 39, 46, 673, 680, "compare"
825, 7, 12, 146, 47, 50, 681, 684, "the"
825, 7, 13, 147, 51, 58, 685, 692, "ability"
825, 7, 14, 148, 59, 61, 693, 695, "of"
